what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1237236283871
started,bundle,org.eclipse.team.ui,3.4.1.r34x_20080827,org.eclipse.team.ui,1237236283879
started,bundle,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui,1237236283881
started,bundle,org.eclipse.ui.forms,3.3.101.v20080708_34x,org.eclipse.ui.forms,1237236283881
started,bundle,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.ide,1237236283896
started,bundle,org.eclipse.ui.intro,3.2.201.v20080702_34x,org.eclipse.ui.intro,1237236283897
started,bundle,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,org.eclipse.ui.workbench,1237236283912
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1237236283913
started,bundle,org.eclipse.update.configurator,3.2.201.R34x_v20080819,org.eclipse.update.configurator,1237236283914
started,bundle,org.eclipse.update.core,3.2.201.R34x_v20080714,org.eclipse.update.core,1237236283916
started,bundle,org.tigris.subversion.clientadapter,1.5.2,org.tigris.subversion.clientadapter,1237236283916
started,bundle,org.tigris.subversion.subclipse.core,1.4.5,org.tigris.subversion.subclipse.core,1237236283916
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237236356141
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1237236360879
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1237236360905
closed,view,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.internal.introview,1237236360917
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237236368902
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237236372167
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1237236372349
started,bundle,org.tigris.subversion.subclipse.ui,1.4.5,org.tigris.subversion.subclipse.ui,1237236372389
opened,view,org.tigris.subversion.subclipse.ui,1.4.5,org.tigris.subversion.subclipse.ui.repository.RepositoriesView,1237236372530
opened,view,org.eclipse.team.ui,3.4.1.r34x_20080827,org.eclipse.team.ui.GenericHistoryView,1237236372590
opened,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.repositories,1237236372627
activated,perspective,org.tigris.subversion.subclipse.ui,1.4.5,org.tigris.subversion.subclipse.ui.svnPerspective,1237236372642
activated,view,org.tigris.subversion.subclipse.ui,1.4.5,org.tigris.subversion.subclipse.ui.repository.RepositoriesView,1237236372652
