what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237632106
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237638485
activated,editor,org.eclipse.wst.xml.ui,1.0.410.v200809120143,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1237237648342
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1237237722407
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237237724191
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237237730648
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237733291
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1237237742201
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237742347
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.refresh,1237237742761
activated,editor,org.eclipse.wst.xml.ui,1.0.410.v200809120143,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1237237762386
activated,editor,org.eclipse.wst.xml.ui,1.0.410.v200809120143,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1237237788828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237237810860
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237237816203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237819416
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237835877
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1237237843815
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237237845453
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237237846473
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237847899
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237867431
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237870121
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237237873078
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1237237874273
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1237237874687
