what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1237239803999
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237239820509
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237239841518
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237239845412
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237239862234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237239888901
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1237239894968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237239896118
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1237239904254
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237239991840
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237239996760
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237240000737
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237240002709
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237240015836
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237240024671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237240026712
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237240033892
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237240045443
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1237240047125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237240051212
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237240059918
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237240066991
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1237240069475
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237240086143
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237240119458
